n_iter =  2400
dt =    0.020833
Level      ,         1,         2,         3,         4,         5,         6,         7,         8,         9,        10,        11,        12,        13,        14,        15,        16,        17,        18,        19,        20,        21,        22,        23,        24,        25
P [mbar]   ,  0.050000,  0.100397,  0.101496,  0.103442,  0.106894,  0.113018,  0.123874,  0.143196,  0.173967,  0.222622,  0.302786,  0.434943,  0.652861,  1.012068,  1.604436,  2.464588,  3.460619,  4.399371,  5.222609,  5.842584,  6.213227,  6.398020,  6.468640,  6.503950,  6.516790
Temp [K]   ,   75.4485,   81.7596,   81.8756,   82.0794,   82.4359,   83.0534,   84.1054,   85.8614,   88.4110,   91.9865,   97.0549,  104.0361,  113.4445,  125.9640,  142.5915,  162.3892,  181.9997,  198.6012,  212.1711,  221.9387,  227.6267,  230.4250,  231.4883,  232.0186,  232.2113
===============================
it  ,   tau    ,  Tsfc    ,   alb    ,   OLR    ,  dn VIS  , up  VIS  ,    ASR   , NET top  , NET bot  ,  lev   01,  lev   02,  lev   03,  lev   04,  lev   05,  lev   06,  lev   07,  lev   08,  lev   09,  lev   10,  lev   11,  lev   12,  lev   13,  lev   14,  lev   15,  lev   16,  lev   17,  lev   18,  lev   19,  lev   20,  lev   21,  lev   22,  lev   23,  lev   24,  lev   25
  55,    0.0000,  229.6054,    0.2194,  140.3993,  148.3944,   32.5518,  115.8426,  -24.1852,  -25.5209,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2263,  157.3557,  170.1425,  184.4806,  196.1878,  204.9764,  210.9241,  214.3106,  215.9601,  216.6082,  216.9416,  217.0627
  56,    0.0000,  229.5621,    0.2194,  140.1682,  148.3944,   32.5518,  115.8426,  -23.9542,  -25.2518,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2324,  157.3955,  170.1582,  184.4878,  196.1956,  204.9848,  210.9327,  214.3185,  215.9685,  216.6166,  216.9501,  217.0711
  57,    0.0000,  229.5192,    0.2194,  140.1710,  148.3944,   32.5518,  115.8426,  -23.9569,  -25.2503,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2386,  157.4352,  170.1739,  184.4950,  196.2032,  204.9928,  210.9406,  214.3259,  215.9761,  216.6243,  216.9577,  217.0787
  58,    0.0000,  229.4764,    0.2194,  139.9447,  148.3944,   32.5517,  115.8426,  -23.7306,  -24.9791,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2449,  157.4745,  170.1898,  184.5017,  196.2101,  205.0005,  210.9487,  214.3337,  215.9842,  216.6322,  216.9656,  217.0866
  59,    0.0000,  229.4340,    0.2194,  139.9468,  148.3944,   32.5517,  115.8426,  -23.7326,  -24.9786,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2514,  157.5138,  170.2059,  184.5082,  196.2171,  205.0072,  210.9561,  214.3409,  215.9910,  216.6390,  216.9726,  217.0935
  60,    0.0000,  229.3916,    0.2194,  139.7164,  148.3944,   32.5517,  115.8427,  -23.5023,  -24.7049,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2581,  157.5527,  170.2215,  184.5142,  196.2237,  205.0140,  210.9634,  214.3481,  215.9983,  216.6462,  216.9798,  217.1007
  61,    0.0000,  229.3497,    0.2194,  139.7160,  148.3944,   32.5517,  115.8427,  -23.5019,  -24.7000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2648,  157.5916,  170.2371,  184.5204,  196.2302,  205.0206,  210.9700,  214.3544,  216.0047,  216.6524,  216.9862,  217.1069
  62,    0.0000,  229.3078,    0.2194,  139.7164,  148.3944,   32.5517,  115.8427,  -23.5023,  -24.6996,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2715,  157.6306,  170.2527,  184.5258,  196.2363,  205.0271,  210.9768,  214.3611,  216.0107,  216.6587,  216.9927,  217.1133
  63,    0.0000,  229.2659,    0.2194,  139.4864,  148.3944,   32.5517,  115.8427,  -23.2723,  -24.4318,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2785,  157.6689,  170.2684,  184.5313,  196.2422,  205.0334,  210.9835,  214.3679,  216.0174,  216.6654,  216.9993,  217.1199
  64,    0.0000,  229.2244,    0.2194,  139.4869,  148.3944,   32.5517,  115.8427,  -23.2728,  -24.4257,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2854,  157.7073,  170.2841,  184.5369,  196.2480,  205.0394,  210.9895,  214.3735,  216.0232,  216.6708,  217.0051,  217.1256
  65,    0.0000,  229.1829,    0.2194,  139.2573,  148.3944,   32.5517,  115.8427,  -23.0431,  -24.1582,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2926,  157.7451,  170.2999,  184.5419,  196.2536,  205.0453,  210.9956,  214.3796,  216.0294,  216.6770,  217.0109,  217.1315
  66,    0.0000,  229.1419,    0.2194,  139.2597,  148.3944,   32.5517,  115.8427,  -23.0456,  -24.1546,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.2998,  157.7829,  170.3157,  184.5469,  196.2589,  205.0509,  211.0011,  214.3846,  216.0346,  216.6819,  217.0161,  217.1366
  67,    0.0000,  229.1010,    0.2194,  139.2613,  148.3944,   32.5517,  115.8427,  -23.0471,  -24.1543,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3071,  157.8209,  170.3309,  184.5514,  196.2639,  205.0564,  211.0052,  214.3897,  216.0401,  216.6874,  217.0216,  217.1421
  68,    0.0000,  229.0600,    0.2194,  139.0320,  148.3944,   32.5517,  115.8427,  -22.8178,  -23.8872,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3137,  157.8585,  170.3463,  184.5561,  196.2689,  205.0618,  211.0100,  214.3947,  216.0455,  216.6928,  217.0270,  217.1475
  69,    0.0000,  229.0194,    0.2194,  139.0313,  148.3944,   32.5517,  115.8427,  -22.8171,  -23.8870,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3204,  157.8961,  170.3616,  184.5607,  196.2738,  205.0669,  211.0146,  214.3988,  216.0500,  216.6969,  217.0316,  217.1520
  70,    0.0000,  228.9789,    0.2194,  138.8045,  148.3944,   32.5517,  115.8427,  -22.5903,  -23.6113,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3271,  157.9336,  170.3769,  184.5647,  196.2783,  205.0717,  211.0194,  214.4033,  216.0548,  216.7018,  217.0364,  217.1568
  71,    0.0000,  228.9388,    0.2194,  138.8038,  148.3944,   32.5516,  115.8427,  -22.5896,  -23.6111,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3340,  157.9706,  170.3923,  184.5688,  196.2826,  205.0763,  211.0241,  214.4056,  216.0586,  216.7044,  217.0401,  217.1604
  72,    0.0000,  228.8988,    0.2194,  138.5781,  148.3944,   32.5516,  115.8427,  -22.3639,  -23.3446,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3409,  158.0076,  170.4078,  184.5721,  196.2864,  205.0806,  211.0286,  214.4093,  216.0627,  216.7085,  217.0441,  217.1645
  73,    0.0000,  228.8591,    0.2194,  138.5775,  148.3944,   32.5516,  115.8427,  -22.3633,  -23.3445,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3482,  158.0442,  170.4227,  184.5756,  196.2901,  205.0844,  211.0325,  214.4125,  216.0660,  216.7115,  217.0474,  217.1677
  74,    0.0000,  228.8195,    0.2194,  138.5769,  148.3944,   32.5516,  115.8428,  -22.3627,  -23.3443,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3554,  158.0808,  170.4376,  184.5785,  196.2934,  205.0881,  211.0363,  214.4161,  216.0697,  216.7152,  217.0511,  217.1713
  75,    0.0000,  228.7799,    0.2194,  138.3498,  148.3944,   32.5516,  115.8428,  -22.1356,  -23.0783,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3626,  158.1175,  170.4526,  184.5815,  196.2967,  205.0916,  211.0400,  214.4198,  216.0735,  216.7189,  217.0547,  217.1750
  76,    0.0000,  228.7408,    0.2194,  138.3492,  148.3944,   32.5516,  115.8428,  -22.1350,  -23.0782,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3701,  158.1535,  170.4676,  184.5846,  196.2999,  205.0949,  211.0431,  214.4225,  216.0763,  216.7214,  217.0574,  217.1777
  77,    0.0000,  228.7016,    0.2194,  138.3511,  148.3944,   32.5516,  115.8428,  -22.1368,  -23.0769,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3776,  158.1896,  170.4826,  184.5872,  196.3027,  205.0980,  211.0463,  214.4255,  216.0794,  216.7246,  217.0606,  217.1808
  78,    0.0000,  228.6624,    0.2194,  138.1265,  148.3944,   32.5516,  115.8428,  -21.9122,  -22.8092,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3850,  158.2257,  170.4978,  184.5898,  196.3052,  205.1010,  211.0495,  214.4287,  216.0826,  216.7278,  217.0636,  217.1839
  79,    0.0000,  228.6237,    0.2194,  138.1276,  148.3944,   32.5516,  115.8428,  -21.9134,  -22.8090,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.3927,  158.2612,  170.5130,  184.5925,  196.3079,  205.1029,  211.0521,  214.4310,  216.0846,  216.7294,  217.0654,  217.1860
  80,    0.0000,  228.5850,    0.2194,  137.9011,  148.3944,   32.5516,  115.8428,  -21.6869,  -22.5438,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4005,  158.2969,  170.5277,  184.5945,  196.3103,  205.1052,  211.0546,  214.4334,  216.0870,  216.7318,  217.0679,  217.1884
  81,    0.0000,  228.5468,    0.2194,  137.9018,  148.3944,   32.5516,  115.8428,  -21.6875,  -22.5437,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4075,  158.3327,  170.5423,  184.5966,  196.3125,  205.1073,  211.0566,  214.4349,  216.0886,  216.7330,  217.0692,  217.1899
  82,    0.0000,  228.5085,    0.2194,  137.9013,  148.3944,   32.5516,  115.8428,  -21.6870,  -22.5436,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4147,  158.3680,  170.5571,  184.5981,  196.3143,  205.1093,  211.0586,  214.4367,  216.0905,  216.7350,  217.0712,  217.1918
  83,    0.0000,  228.4702,    0.2194,  137.6752,  148.3944,   32.5516,  115.8428,  -21.4609,  -22.2787,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4219,  158.4033,  170.5719,  184.5997,  196.3160,  205.1112,  211.0605,  214.4386,  216.0925,  216.7369,  217.0731,  217.1938
  84,    0.0000,  228.4324,    0.2194,  137.6770,  148.3944,   32.5516,  115.8428,  -21.4627,  -22.2782,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4294,  158.4379,  170.5868,  184.6013,  196.3177,  205.1128,  211.0619,  214.4395,  216.0936,  216.7377,  217.0739,  217.1948
  85,    0.0000,  228.3946,    0.2194,  137.4518,  148.3944,   32.5516,  115.8428,  -21.2375,  -22.0137,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4369,  158.4727,  170.6019,  184.6021,  196.3189,  205.1143,  211.0635,  214.4408,  216.0950,  216.7391,  217.0753,  217.1961
  86,    0.0000,  228.3573,    0.2194,  137.4525,  148.3944,   32.5516,  115.8428,  -21.2382,  -22.0136,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4444,  158.5076,  170.6163,  184.6032,  196.3200,  205.1155,  211.0644,  214.4412,  216.0956,  216.7393,  217.0756,  217.1965
  87,    0.0000,  228.3199,    0.2194,  137.4520,  148.3944,   32.5516,  115.8428,  -21.2378,  -22.0136,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4522,  158.5420,  170.6309,  184.6037,  196.3208,  205.1164,  211.0654,  214.4420,  216.0965,  216.7401,  217.0764,  217.1973
  88,    0.0000,  228.2826,    0.2194,  137.2255,  148.3944,   32.5516,  115.8428,  -21.0112,  -21.7495,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4600,  158.5764,  170.6455,  184.6043,  196.3215,  205.1173,  211.0663,  214.4429,  216.0974,  216.7410,  217.0773,  217.1981
  89,    0.0000,  228.2457,    0.2194,  137.2262,  148.3944,   32.5516,  115.8428,  -21.0119,  -21.7495,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4678,  158.6108,  170.6601,  184.6050,  196.3221,  205.1179,  211.0667,  214.4427,  216.0974,  216.7407,  217.0770,  217.1980
  90,    0.0000,  228.2087,    0.2194,  137.2258,  148.3944,   32.5516,  115.8428,  -21.0115,  -21.7495,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4759,  158.6446,  170.6747,  184.6051,  196.3225,  205.1183,  211.0671,  214.4429,  216.0977,  216.7410,  217.0773,  217.1983
  91,    0.0000,  228.1718,    0.2194,  136.9995,  148.3944,   32.5516,  115.8428,  -20.7852,  -21.4858,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4839,  158.6784,  170.6894,  184.6054,  196.3227,  205.1187,  211.0675,  214.4432,  216.0980,  216.7413,  217.0777,  217.1986
  92,    0.0000,  228.1354,    0.2194,  137.0020,  148.3944,   32.5516,  115.8428,  -20.7877,  -21.4857,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.4919,  158.7122,  170.7041,  184.6056,  196.3229,  205.1188,  211.0673,  214.4426,  216.0975,  216.7404,  217.0768,  217.1980
  93,    0.0000,  228.0989,    0.2194,  136.7772,  148.3944,   32.5515,  115.8428,  -20.5629,  -21.2224,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5003,  158.7456,  170.7183,  184.6053,  196.3228,  205.1187,  211.0673,  214.4423,  216.0973,  216.7402,  217.0767,  217.1977
  94,    0.0000,  228.0629,    0.2194,  136.7768,  148.3944,   32.5515,  115.8428,  -20.5625,  -21.2225,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5078,  158.7792,  170.7325,  184.6051,  196.3225,  205.1184,  211.0667,  214.4411,  216.0963,  216.7389,  217.0754,  217.1966
  95,    0.0000,  228.0269,    0.2194,  136.7777,  148.3944,   32.5515,  115.8428,  -20.5634,  -21.2225,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5153,  158.8127,  170.7467,  184.6043,  196.3219,  205.1179,  211.0661,  214.4403,  216.0956,  216.7382,  217.0747,  217.1959
  96,    0.0000,  227.9909,    0.2194,  136.5521,  148.3944,   32.5515,  115.8428,  -20.3378,  -20.9595,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5231,  158.8457,  170.7610,  184.6036,  196.3212,  205.1173,  211.0655,  214.4396,  216.0949,  216.7375,  217.0740,  217.1951
  97,    0.0000,  227.9553,    0.2194,  136.5517,  148.3944,   32.5515,  115.8428,  -20.3374,  -20.9597,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5309,  158.8786,  170.7754,  184.6030,  196.3205,  205.1164,  211.0644,  214.4379,  216.0928,  216.7356,  217.0721,  217.1935
  98,    0.0000,  227.9197,    0.2194,  136.5526,  148.3944,   32.5515,  115.8428,  -20.3383,  -20.9597,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5387,  158.9116,  170.7897,  184.6018,  196.3194,  205.1154,  211.0633,  214.4366,  216.0914,  216.7343,  217.0709,  217.1922
  99,    0.0000,  227.8842,    0.2194,  136.3291,  148.3944,   32.5515,  115.8428,  -20.1147,  -20.6970,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5467,  158.9439,  170.8041,  184.6007,  196.3182,  205.1143,  211.0622,  214.4354,  216.0902,  216.7331,  217.0696,  217.1909
 100,    0.0000,  227.8490,    0.2194,  136.3265,  148.3944,   32.5515,  115.8429,  -20.1121,  -20.6976,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5548,  158.9765,  170.8180,  184.5996,  196.3171,  205.1130,  211.0605,  214.4332,  216.0875,  216.7307,  217.0673,  217.1888
 101,    0.0000,  227.8139,    0.2194,  136.3274,  148.3944,   32.5515,  115.8429,  -20.1130,  -20.6977,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5628,  159.0090,  170.8316,  184.5982,  196.3156,  205.1115,  211.0589,  214.4314,  216.0856,  216.7289,  217.0656,  217.1871
 102,    0.0000,  227.7788,    0.2194,  136.1024,  148.3944,   32.5515,  115.8429,  -19.8881,  -20.4355,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5712,  159.0410,  170.8454,  184.5968,  196.3141,  205.1100,  211.0574,  214.4297,  216.0839,  216.7272,  217.0639,  217.1854
 103,    0.0000,  227.7441,    0.2194,  136.1021,  148.3944,   32.5515,  115.8429,  -19.8878,  -20.4357,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5795,  159.0729,  170.8591,  184.5954,  196.3125,  205.1082,  211.0553,  214.4270,  216.0808,  216.7244,  217.0611,  217.1828
 104,    0.0000,  227.7094,    0.2194,  136.1031,  148.3944,   32.5515,  115.8429,  -19.8887,  -20.4358,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5878,  159.1048,  170.8728,  184.5934,  196.3106,  205.1063,  211.0532,  214.4247,  216.0784,  216.7221,  217.0589,  217.1806
 105,    0.0000,  227.6748,    0.2194,  135.8785,  148.3944,   32.5515,  115.8429,  -19.6641,  -20.1740,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.5963,  159.1362,  170.8867,  184.5914,  196.3086,  205.1043,  211.0512,  214.4226,  216.0762,  216.7199,  217.0567,  217.1783
 106,    0.0000,  227.6405,    0.2194,  135.8810,  148.3944,   32.5515,  115.8429,  -19.6667,  -20.1740,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6049,  159.1675,  170.9006,  184.5895,  196.3065,  205.1020,  211.0486,  214.4194,  216.0726,  216.7166,  217.0534,  217.1752
 107,    0.0000,  227.6063,    0.2194,  135.8786,  148.3944,   32.5515,  115.8429,  -19.6643,  -20.1763,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6127,  159.1992,  170.9139,  184.5871,  196.3041,  205.0996,  211.0461,  214.4166,  216.0697,  216.7138,  217.0507,  217.1725
 108,    0.0000,  227.5721,    0.2194,  135.6556,  148.3944,   32.5515,  115.8429,  -19.4413,  -19.9148,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6205,  159.2308,  170.9271,  184.5847,  196.3015,  205.0978,  211.0435,  214.4138,  216.0668,  216.7114,  217.0481,  217.1698
 109,    0.0000,  227.5383,    0.2194,  135.6529,  148.3944,   32.5515,  115.8429,  -19.4386,  -19.9161,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6285,  159.2619,  170.9405,  184.5824,  196.2990,  205.0954,  211.0406,  214.4102,  216.0628,  216.7077,  217.0444,  217.1663
 110,    0.0000,  227.5045,    0.2194,  135.6527,  148.3944,   32.5515,  115.8429,  -19.4383,  -19.9164,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6366,  159.2929,  170.9538,  184.5796,  196.2965,  205.0927,  211.0377,  214.4070,  216.0594,  216.7045,  217.0414,  217.1632
 111,    0.0000,  227.4707,    0.2194,  135.4300,  148.3944,   32.5515,  115.8429,  -19.2156,  -19.6552,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6446,  159.3240,  170.9671,  184.5769,  196.2937,  205.0899,  211.0348,  214.4039,  216.0563,  216.7015,  217.0383,  217.1601
 112,    0.0000,  227.4373,    0.2194,  135.4287,  148.3944,   32.5515,  115.8429,  -19.2144,  -19.6644,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6529,  159.3544,  170.9805,  184.5742,  196.2909,  205.0869,  211.0313,  214.3999,  216.0518,  216.6973,  217.0342,  217.1561
 113,    0.0000,  227.4039,    0.2194,  135.4285,  148.3944,   32.5515,  115.8429,  -19.2142,  -19.6646,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6612,  159.3849,  170.9939,  184.5710,  196.2877,  205.0836,  211.0276,  214.3977,  216.0487,  216.6946,  217.0311,  217.1528
 114,    0.0000,  227.3706,    0.2194,  135.2079,  148.3944,   32.5515,  115.8429,  -18.9935,  -19.4037,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6694,  159.4153,  171.0073,  184.5681,  196.2845,  205.0803,  211.0241,  214.3946,  216.0456,  216.6914,  217.0278,  217.1495
 115,    0.0000,  227.3376,    0.2194,  135.2077,  148.3944,   32.5515,  115.8429,  -18.9933,  -19.4040,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6780,  159.4454,  171.0202,  184.5653,  196.2815,  205.0769,  211.0202,  214.3903,  216.0408,  216.6868,  217.0233,  217.1452
 116,    0.0000,  227.3047,    0.2194,  135.2075,  148.3944,   32.5515,  115.8429,  -18.9931,  -19.4043,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6866,  159.4755,  171.0331,  184.5619,  196.2780,  205.0734,  211.0164,  214.3863,  216.0367,  216.6829,  217.0194,  217.1413
 117,    0.0000,  227.2718,    0.2194,  134.9854,  148.3944,   32.5515,  115.8429,  -18.7711,  -19.1438,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.6952,  159.5055,  171.0460,  184.5585,  196.2745,  205.0697,  211.0126,  214.3824,  216.0328,  216.6790,  217.0155,  217.1374
