n_iter =  2400
dt =    0.020833
Level      ,         1,         2,         3,         4,         5,         6,         7,         8,         9,        10,        11,        12,        13,        14,        15,        16,        17,        18,        19,        20,        21,        22,        23,        24,        25
P [mbar]   ,  0.050000,  0.100397,  0.101496,  0.103442,  0.106894,  0.113018,  0.123874,  0.143196,  0.173967,  0.222622,  0.302786,  0.434943,  0.652861,  1.012068,  1.604436,  2.464588,  3.460619,  4.399371,  5.222609,  5.842584,  6.213227,  6.398020,  6.468640,  6.503950,  6.516790
Temp [K]   ,   75.4485,   81.7596,   81.8756,   82.0794,   82.4359,   83.0534,   84.1054,   85.8614,   88.4110,   91.9865,   97.0549,  104.0361,  113.4445,  125.9640,  142.5915,  162.3892,  181.9997,  198.6012,  212.1711,  221.9387,  227.6267,  230.4250,  231.4883,  232.0186,  232.2113
===============================
it  ,   tau    ,  Tsfc    ,   alb    ,   OLR    ,  dn VIS  , up  VIS  ,    ASR   , NET top  , NET bot  ,  lev   01,  lev   02,  lev   03,  lev   04,  lev   05,  lev   06,  lev   07,  lev   08,  lev   09,  lev   10,  lev   11,  lev   12,  lev   13,  lev   14,  lev   15,  lev   16,  lev   17,  lev   18,  lev   19,  lev   20,  lev   21,  lev   22,  lev   23,  lev   24,  lev   25
1310,    0.0000,  218.5753,    0.2194,  116.4356,  148.3944,   32.5558,  115.8386,   -0.2255,   -0.3051,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9899,  164.1854,  171.9212,  180.2854,  189.6421,  198.1477,  203.8950,  207.1370,  208.7260,  209.3503,  209.6723,  209.7880
1311,    0.0000,  218.5747,    0.2194,  116.4356,  148.3944,   32.5558,  115.8386,   -0.2256,   -0.3052,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9897,  164.1850,  171.9201,  180.2848,  189.6412,  198.1468,  203.8941,  207.1360,  208.7250,  209.3493,  209.6713,  209.7870
1312,    0.0000,  218.5742,    0.2194,  116.4356,  148.3944,   32.5558,  115.8386,   -0.2256,   -0.3052,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9895,  164.1847,  171.9191,  180.2841,  189.6403,  198.1459,  203.8931,  207.1350,  208.7241,  209.3483,  209.6703,  209.7860
1313,    0.0000,  218.5737,    0.2194,  116.4357,  148.3944,   32.5558,  115.8386,   -0.2257,   -0.3053,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9892,  164.1844,  171.9180,  180.2835,  189.6394,  198.1450,  203.8922,  207.1341,  208.7231,  209.3473,  209.6694,  209.7851
1314,    0.0000,  218.5732,    0.2194,  116.4357,  148.3944,   32.5558,  115.8386,   -0.2257,   -0.3053,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9890,  164.1840,  171.9170,  180.2828,  189.6385,  198.1440,  203.8912,  207.1331,  208.7221,  209.3464,  209.6684,  209.7841
1315,    0.0000,  218.5727,    0.2194,  116.4358,  148.3944,   32.5558,  115.8386,   -0.2258,   -0.3054,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9888,  164.1837,  171.9159,  180.2822,  189.6377,  198.1431,  203.8902,  207.1321,  208.7211,  209.3454,  209.6674,  209.7831
1316,    0.0000,  218.5721,    0.2194,  116.4358,  148.3944,   32.5558,  115.8386,   -0.2258,   -0.3054,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9886,  164.1834,  171.9149,  180.2815,  189.6368,  198.1422,  203.8893,  207.1312,  208.7201,  209.3444,  209.6664,  209.7821
1317,    0.0000,  218.5716,    0.2194,  116.4359,  148.3944,   32.5558,  115.8386,   -0.2258,   -0.3055,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9884,  164.1830,  171.9138,  180.2809,  189.6359,  198.1412,  203.8883,  207.1302,  208.7192,  209.3434,  209.6654,  209.7811
1318,    0.0000,  218.5711,    0.2194,  116.4359,  148.3944,   32.5558,  115.8386,   -0.2259,   -0.3055,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9882,  164.1827,  171.9128,  180.2803,  189.6350,  198.1403,  203.8874,  207.1292,  208.7182,  209.3424,  209.6645,  209.7801
1319,    0.0000,  218.5706,    0.2194,  116.4360,  148.3944,   32.5558,  115.8386,   -0.2259,   -0.3056,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9880,  164.1823,  171.9117,  180.2796,  189.6341,  198.1394,  203.8864,  207.1282,  208.7172,  209.3415,  209.6635,  209.7792
1320,    0.0000,  218.5701,    0.2194,  116.4360,  148.3944,   32.5558,  115.8386,   -0.2260,   -0.3056,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9877,  164.1820,  171.9107,  180.2790,  189.6332,  198.1385,  203.8855,  207.1273,  208.7162,  209.3405,  209.6625,  209.7782
1321,    0.0000,  218.5696,    0.2194,  116.4361,  148.3944,   32.5558,  115.8386,   -0.2260,   -0.3057,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9875,  164.1817,  171.9096,  180.2783,  189.6323,  198.1375,  203.8845,  207.1263,  208.7153,  209.3395,  209.6615,  209.7772
1322,    0.0000,  218.5690,    0.2194,  116.4361,  148.3944,   32.5558,  115.8386,   -0.2261,   -0.3057,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9873,  164.1813,  171.9086,  180.2777,  189.6314,  198.1366,  203.8836,  207.1253,  208.7143,  209.3385,  209.6605,  209.7762
1323,    0.0000,  218.5685,    0.2194,  116.4361,  148.3944,   32.5558,  115.8386,   -0.2261,   -0.3058,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9871,  164.1810,  171.9075,  180.2770,  189.6306,  198.1357,  203.8826,  207.1244,  208.7133,  209.3375,  209.6595,  209.7752
1324,    0.0000,  218.5680,    0.2194,  116.4362,  148.3944,   32.5558,  115.8385,   -0.2262,   -0.3058,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9869,  164.1807,  171.9065,  180.2764,  189.6297,  198.1347,  203.8816,  207.1234,  208.7123,  209.3366,  209.6586,  209.7742
1325,    0.0000,  218.5675,    0.2194,  116.4362,  148.3944,   32.5558,  115.8385,   -0.2262,   -0.3059,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9867,  164.1803,  171.9054,  180.2758,  189.6288,  198.1338,  203.8807,  207.1224,  208.7113,  209.3356,  209.6576,  209.7733
1326,    0.0000,  218.5670,    0.2194,  116.4363,  148.3944,   32.5558,  115.8385,   -0.2263,   -0.3059,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9865,  164.1800,  171.9044,  180.2751,  189.6279,  198.1329,  203.8797,  207.1215,  208.7104,  209.3346,  209.6566,  209.7723
1327,    0.0000,  218.5664,    0.2194,  116.4363,  148.3944,   32.5558,  115.8385,   -0.2263,   -0.3060,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9863,  164.1797,  171.9033,  180.2745,  189.6270,  198.1320,  203.8788,  207.1205,  208.7094,  209.3336,  209.6556,  209.7713
1328,    0.0000,  218.5659,    0.2194,  116.4364,  148.3944,   32.5558,  115.8385,   -0.2264,   -0.3060,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9860,  164.1793,  171.9023,  180.2738,  189.6261,  198.1310,  203.8778,  207.1195,  208.7084,  209.3326,  209.6546,  209.7703
1329,    0.0000,  218.5654,    0.2194,  116.4364,  148.3944,   32.5558,  115.8385,   -0.2264,   -0.3061,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9858,  164.1790,  171.9012,  180.2732,  189.6252,  198.1301,  203.8769,  207.1185,  208.7074,  209.3316,  209.6536,  209.7693
1330,    0.0000,  218.5649,    0.2194,  116.4365,  148.3944,   32.5558,  115.8385,   -0.2264,   -0.3062,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9856,  164.1787,  171.9002,  180.2726,  189.6243,  198.1292,  203.8759,  207.1176,  208.7065,  209.3307,  209.6527,  209.7683
1331,    0.0000,  218.5644,    0.2194,  116.4348,  148.3944,   32.5558,  115.8385,   -0.2248,   -0.3064,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9854,  164.1783,  171.8991,  180.2719,  189.6234,  198.1282,  203.8750,  207.1166,  208.7055,  209.3297,  209.6517,  209.7674
1332,    0.0000,  218.5638,    0.2194,  116.4348,  148.3944,   32.5558,  115.8385,   -0.2248,   -0.3064,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9851,  164.1778,  171.8987,  180.2711,  189.6225,  198.1273,  203.8740,  207.1156,  208.7045,  209.3287,  209.6507,  209.7664
1333,    0.0000,  218.5633,    0.2194,  116.4349,  148.3944,   32.5558,  115.8385,   -0.2249,   -0.3065,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9848,  164.1773,  171.8983,  180.2703,  189.6216,  198.1264,  203.8730,  207.1146,  208.7035,  209.3277,  209.6497,  209.7654
1334,    0.0000,  218.5628,    0.2194,  116.4349,  148.3944,   32.5558,  115.8385,   -0.2249,   -0.3065,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9846,  164.1767,  171.8979,  180.2695,  189.6207,  198.1254,  203.8720,  207.1136,  208.7025,  209.3267,  209.6487,  209.7644
1335,    0.0000,  218.5623,    0.2194,  116.4350,  148.3944,   32.5558,  115.8385,   -0.2250,   -0.3066,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9843,  164.1762,  171.8975,  180.2687,  189.6198,  198.1245,  203.8711,  207.1126,  208.7015,  209.3257,  209.6477,  209.7634
1336,    0.0000,  218.5618,    0.2194,  116.4350,  148.3944,   32.5558,  115.8385,   -0.2250,   -0.3066,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9840,  164.1756,  171.8970,  180.2679,  189.6189,  198.1235,  203.8701,  207.1117,  208.7005,  209.3247,  209.6467,  209.7624
1337,    0.0000,  218.5612,    0.2194,  116.4347,  148.3944,   32.5558,  115.8385,   -0.2247,   -0.3107,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9837,  164.1751,  171.8966,  180.2671,  189.6180,  198.1226,  203.8691,  207.1107,  208.6995,  209.3237,  209.6457,  209.7614
1338,    0.0000,  218.5607,    0.2194,  116.4348,  148.3944,   32.5558,  115.8385,   -0.2248,   -0.3107,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9834,  164.1745,  171.8962,  180.2663,  189.6171,  198.1216,  203.8680,  207.1095,  208.6997,  209.3231,  209.6450,  209.7606
1339,    0.0000,  218.5602,    0.2194,  116.4348,  148.3944,   32.5558,  115.8385,   -0.2248,   -0.3108,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9831,  164.1740,  171.8958,  180.2656,  189.6163,  198.1207,  203.8670,  207.1084,  208.6988,  209.3221,  209.6441,  209.7597
1340,    0.0000,  218.5597,    0.2194,  116.4349,  148.3944,   32.5558,  115.8385,   -0.2248,   -0.3108,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9828,  164.1735,  171.8954,  180.2648,  189.6155,  198.1198,  203.8660,  207.1073,  208.6978,  209.3212,  209.6431,  209.7587
1341,    0.0000,  218.5591,    0.2194,  116.4349,  148.3944,   32.5558,  115.8385,   -0.2249,   -0.3109,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9825,  164.1729,  171.8949,  180.2640,  189.6147,  198.1190,  203.8651,  207.1063,  208.6968,  209.3202,  209.6422,  209.7578
1342,    0.0000,  218.5586,    0.2194,  116.4349,  148.3944,   32.5558,  115.8385,   -0.2249,   -0.3109,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9823,  164.1724,  171.8945,  180.2632,  189.6138,  198.1181,  203.8642,  207.1054,  208.6959,  209.3193,  209.6412,  209.7568
1343,    0.0000,  218.5581,    0.2194,  116.4350,  148.3944,   32.5558,  115.8385,   -0.2250,   -0.3110,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9820,  164.1718,  171.8941,  180.2624,  189.6130,  198.1172,  203.8633,  207.1044,  208.6949,  209.3184,  209.6403,  209.7559
1344,    0.0000,  218.5575,    0.2194,  116.4350,  148.3944,   32.5558,  115.8385,   -0.2250,   -0.3110,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9817,  164.1713,  171.8937,  180.2616,  189.6121,  198.1163,  203.8624,  207.1034,  208.6940,  209.3174,  209.6393,  209.7550
1345,    0.0000,  218.5570,    0.2194,  116.4351,  148.3944,   32.5558,  115.8385,   -0.2251,   -0.3111,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9814,  164.1708,  171.8933,  180.2608,  189.6113,  198.1155,  203.8615,  207.1025,  208.6931,  209.3165,  209.6384,  209.7540
1346,    0.0000,  218.5565,    0.2194,  116.4351,  148.3944,   32.5558,  115.8385,   -0.2251,   -0.3111,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9811,  164.1702,  171.8928,  180.2600,  189.6104,  198.1146,  203.8605,  207.1016,  208.6921,  209.3155,  209.6375,  209.7531
1347,    0.0000,  218.5560,    0.2194,  116.4352,  148.3944,   32.5558,  115.8385,   -0.2251,   -0.3112,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9808,  164.1697,  171.8924,  180.2592,  189.6096,  198.1137,  203.8596,  207.1006,  208.6912,  209.3146,  209.6365,  209.7521
1348,    0.0000,  218.5554,    0.2194,  116.4345,  148.3944,   32.5558,  115.8385,   -0.2245,   -0.3148,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9805,  164.1691,  171.8920,  180.2584,  189.6087,  198.1128,  203.8587,  207.0997,  208.6902,  209.3137,  209.6356,  209.7512
1349,    0.0000,  218.5549,    0.2194,  116.4352,  148.3944,   32.5559,  115.8385,   -0.2252,   -0.3113,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9803,  164.1686,  171.8916,  180.2576,  189.6079,  198.1118,  203.8575,  207.1015,  208.6897,  209.3128,  209.6347,  209.7503
1350,    0.0000,  218.5544,    0.2194,  116.4346,  148.3944,   32.5559,  115.8385,   -0.2246,   -0.3148,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9800,  164.1681,  171.8912,  180.2568,  189.6071,  198.1110,  203.8567,  207.0995,  208.6889,  209.3120,  209.6339,  209.7495
1351,    0.0000,  218.5538,    0.2194,  116.4353,  148.3944,   32.5559,  115.8385,   -0.2253,   -0.3114,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9797,  164.1675,  171.8907,  180.2560,  189.6063,  198.1101,  203.8556,  207.1007,  208.6882,  209.3111,  209.6330,  209.7486
1352,    0.0000,  218.5533,    0.2194,  116.4346,  148.3944,   32.5559,  115.8385,   -0.2246,   -0.3149,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9794,  164.1670,  171.8903,  180.2552,  189.6055,  198.1093,  203.8549,  207.0983,  208.6873,  209.3103,  209.6323,  209.7478
1353,    0.0000,  218.5528,    0.2194,  116.4347,  148.3944,   32.5559,  115.8385,   -0.2247,   -0.3150,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9791,  164.1664,  171.8899,  180.2544,  189.6047,  198.1085,  203.8539,  207.0992,  208.6865,  209.3094,  209.6313,  209.7469
1354,    0.0000,  218.5522,    0.2194,  116.4347,  148.3944,   32.5559,  115.8385,   -0.2247,   -0.3150,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9788,  164.1659,  171.8895,  180.2536,  189.6040,  198.1076,  203.8529,  207.0992,  208.6861,  209.3088,  209.6307,  209.7462
1355,    0.0000,  218.5517,    0.2194,  116.4347,  148.3944,   32.5559,  115.8385,   -0.2247,   -0.3151,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9786,  164.1654,  171.8890,  180.2528,  189.6033,  198.1068,  203.8521,  207.0987,  208.6855,  209.3081,  209.6300,  209.7455
1356,    0.0000,  218.5512,    0.2194,  116.4348,  148.3944,   32.5559,  115.8385,   -0.2248,   -0.3151,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9783,  164.1648,  171.8886,  180.2520,  189.6026,  198.1061,  203.8513,  207.0980,  208.6848,  209.3074,  209.6293,  209.7447
1357,    0.0000,  218.5506,    0.2194,  116.4348,  148.3944,   32.5559,  115.8385,   -0.2248,   -0.3151,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9780,  164.1643,  171.8882,  180.2512,  189.6019,  198.1054,  203.8505,  207.0972,  208.6841,  209.3066,  209.6285,  209.7440
1358,    0.0000,  218.5501,    0.2194,  116.4349,  148.3944,   32.5559,  115.8385,   -0.2249,   -0.3152,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9777,  164.1637,  171.8878,  180.2504,  189.6013,  198.1047,  203.8497,  207.0964,  208.6833,  209.3059,  209.6278,  209.7432
1359,    0.0000,  218.5496,    0.2194,  116.4349,  148.3944,   32.5559,  115.8385,   -0.2249,   -0.3152,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9774,  164.1632,  171.8874,  180.2496,  189.6006,  198.1040,  203.8490,  207.0957,  208.6826,  209.3051,  209.6270,  209.7425
1360,    0.0000,  218.5490,    0.2194,  116.4330,  148.3944,   32.5559,  115.8385,   -0.2230,   -0.3162,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9771,  164.1627,  171.8869,  180.2488,  189.5999,  198.1033,  203.8483,  207.0949,  208.6818,  209.3044,  209.6262,  209.7417
1361,    0.0000,  218.5485,    0.2194,  116.4330,  148.3944,   32.5559,  115.8385,   -0.2230,   -0.3162,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9768,  164.1621,  171.8864,  180.2478,  189.5996,  198.1026,  203.8475,  207.0941,  208.6810,  209.3036,  209.6255,  209.7411
1362,    0.0000,  218.5480,    0.2194,  116.4331,  148.3944,   32.5559,  115.8385,   -0.2231,   -0.3163,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9766,  164.1615,  171.8859,  180.2467,  189.5991,  198.1020,  203.8468,  207.0934,  208.6802,  209.3029,  209.6248,  209.7404
1363,    0.0000,  218.5474,    0.2194,  116.4331,  148.3944,   32.5559,  115.8385,   -0.2231,   -0.3163,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9763,  164.1610,  171.8854,  180.2457,  189.5985,  198.1014,  203.8461,  207.0927,  208.6795,  209.3022,  209.6241,  209.7398
1364,    0.0000,  218.5469,    0.2194,  116.4332,  148.3944,   32.5559,  115.8385,   -0.2232,   -0.3163,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9760,  164.1604,  171.8850,  180.2447,  189.5979,  198.1008,  203.8455,  207.0920,  208.6788,  209.3016,  209.6235,  209.7391
1365,    0.0000,  218.5464,    0.2194,  116.4332,  148.3944,   32.5559,  115.8385,   -0.2232,   -0.3164,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9757,  164.1598,  171.8845,  180.2437,  189.5974,  198.1002,  203.8449,  207.0914,  208.6782,  209.3009,  209.6228,  209.7385
1366,    0.0000,  218.5458,    0.2194,  116.4314,  148.3944,   32.5559,  115.8385,   -0.2215,   -0.3182,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9754,  164.1593,  171.8840,  180.2427,  189.5968,  198.0996,  203.8442,  207.0907,  208.6776,  209.3003,  209.6222,  209.7378
1367,    0.0000,  218.5453,    0.2194,  116.4313,  148.3944,   32.5559,  115.8385,   -0.2214,   -0.3226,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9751,  164.1587,  171.8834,  180.2416,  189.5961,  198.0996,  203.8436,  207.0900,  208.6768,  209.2999,  209.6217,  209.7373
1368,    0.0000,  218.5447,    0.2194,  116.4314,  148.3944,   32.5559,  115.8385,   -0.2214,   -0.3227,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9748,  164.1581,  171.8829,  180.2405,  189.5955,  198.0993,  203.8431,  207.0891,  208.6757,  209.2999,  209.6216,  209.7370
1369,    0.0000,  218.5442,    0.2194,  116.4314,  148.3944,   32.5559,  115.8385,   -0.2214,   -0.3227,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9745,  164.1576,  171.8824,  180.2394,  189.5952,  198.0989,  203.8426,  207.0885,  208.6750,  209.2994,  209.6211,  209.7365
1370,    0.0000,  218.5436,    0.2194,  116.4314,  148.3944,   32.5559,  115.8385,   -0.2215,   -0.3227,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9742,  164.1570,  171.8819,  180.2383,  189.5947,  198.0985,  203.8422,  207.0880,  208.6745,  209.2989,  209.6206,  209.7360
1371,    0.0000,  218.5431,    0.2194,  116.4315,  148.3944,   32.5559,  115.8385,   -0.2215,   -0.3227,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9739,  164.1564,  171.8813,  180.2372,  189.5943,  198.0981,  203.8417,  207.0875,  208.6740,  209.2984,  209.6201,  209.7355
1372,    0.0000,  218.5425,    0.2194,  116.4315,  148.3944,   32.5559,  115.8385,   -0.2215,   -0.3228,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9736,  164.1558,  171.8808,  180.2361,  189.5939,  198.0977,  203.8413,  207.0871,  208.6736,  209.2979,  209.6196,  209.7351
