n_iter =  3000
dt =    0.020833
Level      ,         1,         2,         3,         4,         5,         6,         7,         8,         9,        10,        11,        12,        13,        14,        15,        16,        17,        18,        19,        20,        21,        22,        23,        24,        25
P [mbar]   ,  0.050000,  0.100397,  0.101496,  0.103442,  0.106894,  0.113018,  0.123874,  0.143196,  0.173967,  0.222622,  0.302786,  0.434943,  0.652861,  1.012068,  1.604436,  2.464588,  3.460619,  4.399371,  5.222609,  5.842584,  6.213227,  6.398020,  6.468640,  6.503950,  6.516790
Temp [K]   ,   75.4485,   81.7596,   81.8756,   82.0794,   82.4359,   83.0534,   84.1054,   85.8614,   88.4110,   91.9865,   97.0549,  104.0361,  113.4445,  125.9640,  142.5915,  162.3892,  181.9997,  198.6012,  212.1711,  221.9387,  227.6267,  230.4250,  231.4883,  232.0186,  232.2113
===============================
it  ,   tau    ,  Tsfc    ,   alb    ,   OLR    ,  dn VIS  , up  VIS  ,    ASR   , NET top  , NET bot  ,  lev   01,  lev   02,  lev   03,  lev   04,  lev   05,  lev   06,  lev   07,  lev   08,  lev   09,  lev   10,  lev   11,  lev   12,  lev   13,  lev   14,  lev   15,  lev   16,  lev   17,  lev   18,  lev   19,  lev   20,  lev   21,  lev   22,  lev   23,  lev   24,  lev   25
 852,    0.0000,  219.1723,    0.2194,  117.6742,  148.3944,   32.5552,  115.8392,   -1.4636,   -1.4117,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1002,  164.4851,  172.4388,  180.9974,  190.4361,  198.9781,  204.7473,  207.9964,  209.5963,  210.2242,  210.5466,  210.6637
 853,    0.0000,  219.1699,    0.2194,  117.6731,  148.3944,   32.5552,  115.8392,   -1.4625,   -1.4119,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0997,  164.4847,  172.4372,  180.9953,  190.4329,  198.9746,  204.7434,  207.9954,  209.5931,  210.2207,  210.5431,  210.6601
 854,    0.0000,  219.1675,    0.2194,  117.6745,  148.3944,   32.5552,  115.8392,   -1.4638,   -1.4120,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4842,  172.4355,  180.9933,  190.4296,  198.9711,  204.7397,  207.9934,  209.5899,  210.2173,  210.5397,  210.6566
 855,    0.0000,  219.1651,    0.2194,  117.6734,  148.3944,   32.5552,  115.8392,   -1.4628,   -1.4122,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0997,  164.4838,  172.4339,  180.9912,  190.4265,  198.9677,  204.7361,  207.9907,  209.5866,  210.2138,  210.5362,  210.6532
 856,    0.0000,  219.1627,    0.2194,  117.6748,  148.3944,   32.5552,  115.8392,   -1.4641,   -1.4124,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4833,  172.4322,  180.9891,  190.4233,  198.9644,  204.7325,  207.9877,  209.5832,  210.2104,  210.5328,  210.6497
 857,    0.0000,  219.1603,    0.2194,  117.6737,  148.3944,   32.5552,  115.8392,   -1.4630,   -1.4126,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0997,  164.4829,  172.4306,  180.9871,  190.4202,  198.9611,  204.7291,  207.9846,  209.5798,  210.2070,  210.5293,  210.6463
 858,    0.0000,  219.1579,    0.2194,  117.6750,  148.3944,   32.5552,  115.8392,   -1.4644,   -1.4128,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4824,  172.4289,  180.9850,  190.4171,  198.9579,  204.7257,  207.9813,  209.5764,  210.2035,  210.5259,  210.6428
 859,    0.0000,  219.1555,    0.2194,  117.6740,  148.3944,   32.5552,  115.8392,   -1.4633,   -1.4130,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4820,  172.4272,  180.9830,  190.4140,  198.9546,  204.7223,  207.9779,  209.5730,  210.2001,  210.5224,  210.6394
 860,    0.0000,  219.1531,    0.2194,  117.6752,  148.3944,   32.5552,  115.8392,   -1.4645,   -1.4176,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4815,  172.4256,  180.9809,  190.4108,  198.9513,  204.7189,  207.9745,  209.5695,  210.1966,  210.5190,  210.6359
 861,    0.0000,  219.1507,    0.2194,  117.6741,  148.3944,   32.5552,  115.8392,   -1.4634,   -1.4178,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4811,  172.4239,  180.9788,  190.4077,  198.9481,  204.7155,  207.9707,  209.5657,  210.1937,  210.5159,  210.6327
 862,    0.0000,  219.1483,    0.2194,  117.6754,  148.3944,   32.5552,  115.8392,   -1.4648,   -1.4180,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4806,  172.4223,  180.9768,  190.4047,  198.9449,  204.7122,  207.9671,  209.5622,  210.1903,  210.5124,  210.6293
 863,    0.0000,  219.1459,    0.2194,  117.6744,  148.3944,   32.5552,  115.8392,   -1.4637,   -1.4182,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4802,  172.4206,  180.9747,  190.4017,  198.9417,  204.7089,  207.9635,  209.5587,  210.1868,  210.5090,  210.6259
 864,    0.0000,  219.1435,    0.2194,  117.6737,  148.3944,   32.5552,  115.8392,   -1.4631,   -1.4193,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4797,  172.4190,  180.9727,  190.3986,  198.9385,  204.7056,  207.9600,  209.5553,  210.1834,  210.5056,  210.6225
 865,    0.0000,  219.1411,    0.2194,  117.6727,  148.3944,   32.5552,  115.8392,   -1.4620,   -1.4195,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4793,  172.4173,  180.9704,  190.3959,  198.9353,  204.7022,  207.9565,  209.5518,  210.1800,  210.5022,  210.6192
 866,    0.0000,  219.1387,    0.2194,  117.6714,  148.3944,   32.5552,  115.8392,   -1.4608,   -1.4277,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4788,  172.4155,  180.9682,  190.3930,  198.9322,  204.6989,  207.9531,  209.5484,  210.1766,  210.4988,  210.6159
 867,    0.0000,  219.1362,    0.2194,  117.6728,  148.3944,   32.5552,  115.8392,   -1.4621,   -1.4278,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1004,  164.4782,  172.4138,  180.9659,  190.3900,  198.9290,  204.6970,  207.9493,  209.5454,  210.1734,  210.4961,  210.6129
 868,    0.0000,  219.1338,    0.2194,  117.6717,  148.3944,   32.5552,  115.8392,   -1.4610,   -1.4280,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0999,  164.4778,  172.4121,  180.9636,  190.3872,  198.9259,  204.6944,  207.9459,  209.5424,  210.1703,  210.4930,  210.6098
 869,    0.0000,  219.1314,    0.2194,  117.6730,  148.3944,   32.5552,  115.8392,   -1.4624,   -1.4282,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1003,  164.4773,  172.4103,  180.9613,  190.3844,  198.9229,  204.6916,  207.9427,  209.5394,  210.1672,  210.4899,  210.6067
 870,    0.0000,  219.1290,    0.2194,  117.6719,  148.3944,   32.5552,  115.8392,   -1.4613,   -1.4284,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0999,  164.4769,  172.4086,  180.9590,  190.3816,  198.9200,  204.6887,  207.9396,  209.5364,  210.1642,  210.4869,  210.6036
 871,    0.0000,  219.1266,    0.2194,  117.6733,  148.3944,   32.5552,  115.8392,   -1.4627,   -1.4285,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1003,  164.4764,  172.4069,  180.9567,  190.3788,  198.9171,  204.6857,  207.9365,  209.5333,  210.1611,  210.4838,  210.6005
 872,    0.0000,  219.1241,    0.2194,  117.6722,  148.3944,   32.5552,  115.8392,   -1.4615,   -1.4336,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4759,  172.4052,  180.9545,  190.3760,  198.9141,  204.6827,  207.9335,  209.5303,  210.1580,  210.4807,  210.5974
 873,    0.0000,  219.1217,    0.2194,  117.6735,  148.3944,   32.5552,  115.8391,   -1.4629,   -1.4338,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1003,  164.4754,  172.4034,  180.9522,  190.3732,  198.9112,  204.6797,  207.9304,  209.5271,  210.1548,  210.4776,  210.5945
 874,    0.0000,  219.1193,    0.2194,  117.6724,  148.3944,   32.5552,  115.8391,   -1.4618,   -1.4340,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4750,  172.4017,  180.9499,  190.3706,  198.9084,  204.6767,  207.9273,  209.5241,  210.1518,  210.4745,  210.5915
 875,    0.0000,  219.1168,    0.2194,  117.6720,  148.3944,   32.5552,  115.8391,   -1.4614,   -1.4343,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1002,  164.4745,  172.4000,  180.9476,  190.3679,  198.9055,  204.6738,  207.9243,  209.5211,  210.1487,  210.4715,  210.5885
 876,    0.0000,  219.1144,    0.2194,  117.6709,  148.3944,   32.5552,  115.8391,   -1.4603,   -1.4345,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0997,  164.4739,  172.3989,  180.9452,  190.3651,  198.9027,  204.6708,  207.9213,  209.5180,  210.1457,  210.4684,  210.5855
 877,    0.0000,  219.1120,    0.2194,  117.6705,  148.3944,   32.5552,  115.8391,   -1.4599,   -1.4365,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4731,  172.3978,  180.9428,  190.3624,  198.8998,  204.6679,  207.9182,  209.5150,  210.1427,  210.4654,  210.5824
 878,    0.0000,  219.1095,    0.2194,  117.6694,  148.3944,   32.5552,  115.8391,   -1.4588,   -1.4366,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0995,  164.4725,  172.3967,  180.9402,  190.3595,  198.8976,  204.6649,  207.9150,  209.5118,  210.1399,  210.4626,  210.5795
 879,    0.0000,  219.1071,    0.2194,  117.6695,  148.3944,   32.5552,  115.8391,   -1.4589,   -1.4368,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4718,  172.3956,  180.9377,  190.3568,  198.8950,  204.6621,  207.9119,  209.5089,  210.1370,  210.4597,  210.5766
 880,    0.0000,  219.1046,    0.2194,  117.6708,  148.3944,   32.5552,  115.8391,   -1.4602,   -1.4369,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1002,  164.4710,  172.3944,  180.9352,  190.3542,  198.8923,  204.6593,  207.9090,  209.5059,  210.1342,  210.4569,  210.5737
 881,    0.0000,  219.1022,    0.2194,  117.6697,  148.3944,   32.5552,  115.8391,   -1.4591,   -1.4371,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4704,  172.3933,  180.9326,  190.3516,  198.8896,  204.6565,  207.9060,  209.5031,  210.1313,  210.4540,  210.5708
 882,    0.0000,  219.0998,    0.2194,  117.4698,  148.3944,   32.5553,  115.8391,   -1.2592,   -1.2037,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4697,  172.3922,  180.9301,  190.3489,  198.8869,  204.6537,  207.9031,  209.5002,  210.1284,  210.4511,  210.5679
 883,    0.0000,  219.0977,    0.2194,  117.4701,  148.3944,   32.5553,  115.8391,   -1.2595,   -1.2115,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1003,  164.4689,  172.3911,  180.9275,  190.3463,  198.8840,  204.6505,  207.8991,  209.4962,  210.1245,  210.4468,  210.5640
 884,    0.0000,  219.0957,    0.2194,  117.4690,  148.3944,   32.5553,  115.8391,   -1.2584,   -1.2117,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4683,  172.3899,  180.9249,  190.3430,  198.8807,  204.6468,  207.8979,  209.4942,  210.1215,  210.4437,  210.5607
 885,    0.0000,  219.0936,    0.2194,  117.4704,  148.3944,   32.5553,  115.8391,   -1.2598,   -1.2119,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4675,  172.3888,  180.9223,  190.3399,  198.8774,  204.6433,  207.8958,  209.4913,  210.1183,  210.4405,  210.5574
 886,    0.0000,  219.0916,    0.2194,  117.4693,  148.3944,   32.5553,  115.8391,   -1.2587,   -1.2121,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0995,  164.4669,  172.3876,  180.9197,  190.3369,  198.8742,  204.6399,  207.8932,  209.4882,  210.1151,  210.4373,  210.5542
 887,    0.0000,  219.0895,    0.2194,  117.4694,  148.3944,   32.5553,  115.8391,   -1.2588,   -1.2122,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0999,  164.4661,  172.3865,  180.9171,  190.3339,  198.8711,  204.6365,  207.8903,  209.4850,  210.1118,  210.4340,  210.5509
 888,    0.0000,  219.0874,    0.2194,  117.4708,  148.3944,   32.5553,  115.8391,   -1.2602,   -1.2124,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1002,  164.4653,  172.3853,  180.9145,  190.3310,  198.8680,  204.6333,  207.8873,  209.4817,  210.1085,  210.4307,  210.5476
 889,    0.0000,  219.0854,    0.2194,  117.4697,  148.3944,   32.5553,  115.8391,   -1.2591,   -1.2126,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0997,  164.4647,  172.3842,  180.9119,  190.3280,  198.8649,  204.6301,  207.8841,  209.4785,  210.1053,  210.4275,  210.5443
 890,    0.0000,  219.0833,    0.2194,  117.4710,  148.3944,   32.5553,  115.8391,   -1.2604,   -1.2127,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4639,  172.3830,  180.9093,  190.3251,  198.8618,  204.6268,  207.8809,  209.4752,  210.1020,  210.4242,  210.5411
 891,    0.0000,  219.0813,    0.2194,  117.4698,  148.3944,   32.5553,  115.8391,   -1.2592,   -1.2174,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0995,  164.4633,  172.3819,  180.9067,  190.3221,  198.8587,  204.6237,  207.8777,  209.4720,  210.0987,  210.4209,  210.5378
 892,    0.0000,  219.0792,    0.2194,  117.4699,  148.3944,   32.5553,  115.8391,   -1.2594,   -1.2176,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4626,  172.3808,  180.9041,  190.3192,  198.8556,  204.6204,  207.8741,  209.4684,  210.0960,  210.4180,  210.5347
 893,    0.0000,  219.0771,    0.2194,  117.4713,  148.3944,   32.5553,  115.8391,   -1.2607,   -1.2177,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4618,  172.3796,  180.9015,  190.3163,  198.8526,  204.6173,  207.8706,  209.4650,  210.0927,  210.4148,  210.5315
 894,    0.0000,  219.0751,    0.2194,  117.4683,  148.3944,   32.5553,  115.8391,   -1.2577,   -1.2184,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4612,  172.3785,  180.8989,  190.3134,  198.8496,  204.6141,  207.8673,  209.4617,  210.0895,  210.4115,  210.5283
 895,    0.0000,  219.0730,    0.2194,  117.4684,  148.3944,   32.5553,  115.8391,   -1.2578,   -1.2185,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0999,  164.4603,  172.3772,  180.8970,  190.3104,  198.8465,  204.6109,  207.8639,  209.4584,  210.0862,  210.4082,  210.5250
 896,    0.0000,  219.0709,    0.2194,  117.4698,  148.3944,   32.5553,  115.8391,   -1.2592,   -1.2187,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1002,  164.4595,  172.3758,  180.8952,  190.3075,  198.8433,  204.6077,  207.8606,  209.4551,  210.0829,  210.4049,  210.5217
 897,    0.0000,  219.0689,    0.2194,  117.4687,  148.3944,   32.5553,  115.8391,   -1.2581,   -1.2189,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4588,  172.3745,  180.8934,  190.3045,  198.8402,  204.6045,  207.8573,  209.4518,  210.0796,  210.4016,  210.5183
 898,    0.0000,  219.0668,    0.2194,  117.4687,  148.3944,   32.5553,  115.8391,   -1.2582,   -1.2243,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4580,  172.3732,  180.8916,  190.3015,  198.8371,  204.6013,  207.8540,  209.4485,  210.0763,  210.3983,  210.5150
 899,    0.0000,  219.0647,    0.2194,  117.4668,  148.3944,   32.5553,  115.8391,   -1.2563,   -1.2282,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1003,  164.4572,  172.3719,  180.8897,  190.2985,  198.8339,  204.5981,  207.8506,  209.4450,  210.0728,  210.3954,  210.5119
 900,    0.0000,  219.0626,    0.2194,  117.4657,  148.3944,   32.5553,  115.8391,   -1.2552,   -1.2283,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0997,  164.4565,  172.3705,  180.8877,  190.2959,  198.8308,  204.5961,  207.8469,  209.4421,  210.0697,  210.3923,  210.5089
 901,    0.0000,  219.0606,    0.2194,  117.4671,  148.3944,   32.5553,  115.8391,   -1.2565,   -1.2285,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4556,  172.3691,  180.8856,  190.2933,  198.8278,  204.5936,  207.8436,  209.4393,  210.0667,  210.3893,  210.5059
 902,    0.0000,  219.0585,    0.2194,  117.4660,  148.3944,   32.5553,  115.8391,   -1.2554,   -1.2287,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0994,  164.4549,  172.3677,  180.8836,  190.2906,  198.8250,  204.5909,  207.8405,  209.4363,  210.0638,  210.3863,  210.5029
 903,    0.0000,  219.0564,    0.2194,  117.4661,  148.3944,   32.5553,  115.8391,   -1.2555,   -1.2338,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0997,  164.4541,  172.3663,  180.8815,  190.2879,  198.8221,  204.5880,  207.8374,  209.4334,  210.0608,  210.3833,  210.5000
 904,    0.0000,  219.0543,    0.2194,  117.4674,  148.3944,   32.5553,  115.8391,   -1.2569,   -1.2339,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1000,  164.4532,  172.3649,  180.8794,  190.2852,  198.8193,  204.5852,  207.8344,  209.4304,  210.0577,  210.3803,  210.4972
 905,    0.0000,  219.0522,    0.2194,  117.4663,  148.3944,   32.5553,  115.8391,   -1.2558,   -1.2341,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0995,  164.4525,  172.3635,  180.8774,  190.2826,  198.8165,  204.5823,  207.8315,  209.4274,  210.0548,  210.3773,  210.4943
 906,    0.0000,  219.0501,    0.2194,  117.4664,  148.3944,   32.5553,  115.8391,   -1.2559,   -1.2342,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4517,  172.3621,  180.8753,  190.2800,  198.8138,  204.5795,  207.8285,  209.4245,  210.0518,  210.3744,  210.4913
 907,    0.0000,  219.0480,    0.2194,  117.4678,  148.3944,   32.5553,  115.8391,   -1.2572,   -1.2344,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4509,  172.3607,  180.8733,  190.2774,  198.8111,  204.5766,  207.8256,  209.4216,  210.0489,  210.3715,  210.4884
 908,    0.0000,  219.0459,    0.2194,  117.4667,  148.3944,   32.5553,  115.8391,   -1.2561,   -1.2346,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0995,  164.4501,  172.3594,  180.8712,  190.2747,  198.8083,  204.5738,  207.8227,  209.4187,  210.0460,  210.3686,  210.4855
 909,    0.0000,  219.0438,    0.2194,  117.4668,  148.3944,   32.5553,  115.8391,   -1.2562,   -1.2347,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4493,  172.3580,  180.8692,  190.2721,  198.8056,  204.5710,  207.8198,  209.4158,  210.0431,  210.3657,  210.4826
 910,    0.0000,  219.0417,    0.2194,  117.4681,  148.3944,   32.5553,  115.8391,   -1.2576,   -1.2349,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4485,  172.3566,  180.8671,  190.2695,  198.8028,  204.5682,  207.8169,  209.4129,  210.0402,  210.3627,  210.4797
 911,    0.0000,  219.0396,    0.2194,  117.4670,  148.3944,   32.5553,  115.8391,   -1.2565,   -1.2350,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0995,  164.4478,  172.3552,  180.8651,  190.2668,  198.8001,  204.5653,  207.8140,  209.4100,  210.0373,  210.3598,  210.4768
 912,    0.0000,  219.0375,    0.2194,  117.4653,  148.3944,   32.5553,  115.8391,   -1.2548,   -1.2370,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0998,  164.4469,  172.3538,  180.8630,  190.2642,  198.7973,  204.5625,  207.8112,  209.4071,  210.0344,  210.3569,  210.4739
 913,    0.0000,  219.0354,    0.2194,  117.4667,  148.3944,   32.5553,  115.8391,   -1.2561,   -1.2371,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.1001,  164.4461,  172.3524,  180.8609,  190.2615,  198.7952,  204.5596,  207.8081,  209.4041,  210.0317,  210.3542,  210.4711
 914,    0.0000,  219.0333,    0.2194,  117.4656,  148.3944,   32.5553,  115.8391,   -1.2550,   -1.2373,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0996,  164.4454,  172.3510,  180.8588,  190.2589,  198.7927,  204.5569,  207.8051,  209.4012,  210.0290,  210.3515,  210.4683
